XOMS,LOCAL LEGENDS,GOALS MET,CHALLENGES COMPLETED,TOP 10 TIMES,BEST EFFORTS,PRS,Segment ID,Segment Name,Elapsed Time,Start Date
0,0,0,0,0,0,64,27781289,Olchfa House to the crossing,100,"10 Feb 2021, 13:01:41"
